code,name,la,ln,Trains,train_orig
BNP,BHANAPUR,76.036416,15.38694828,6,0
BNR,BHAGWANPUR,85.30109021,25.85831672,10,0
BNS,BANAS,72.9887256,24.7131638,2,0
BNSA,BANBASA,80.0732101,28.991685,2,0
BNT,BHARTHANA,79.2163612,26.7502248,18,0
BNTL,BANTAWALA,75.034456,12.878545,6,0
BNU,BANDAKPUR,79.575956,23.848206,9,0
BNV,BINNAGURI,89.0523909,26.7470883,8,0
BNVD,BHANVAD,69.7988578,21.9330444,6,0
BNW,BHIWANI,76.1255797,28.7984261,16,1
BNWC,BHIWANI CITY,76.1442991,28.8256985,2,0
BNXR,BIDHAN NAGAR,88.391045,22.592432,13,0
BNZ,BADSHAHNAGAR,80.9613606,26.8686134,44,0
BOBS,BOBAS,75.4980458,26.9056364,3,0
BOD,BANGROD,75.1241457,23.3982156,6,0
BOE,BARSOI JN,87.9229421,25.6512422,68,0
BOF,BAROG,77.0829696,30.8908529,8,0
BOG,BHAIRONGARH,74.77606411,23.1449211,4,0
BOJ,BHOJO,95.032406,27.0635982,8,0
BOKE,BHOKE,73.3810615,17.0490546,4,0
BOKR,BHOKAR,77.666535,19.213965,4,0
BOM,BOMADRA,73.43942509,25.78029392,2,0
BON,BHOnra,76.19767366,25.17106114,4,0
BONA,BOINDA,84.7482064,20.9200366,23,0
BOR,BOISAR,72.761899,19.7985273,38,0
BORA,BAGHDOGRA,88.32445458,26.69777044,2,0
BOT,BOROTI,76.2535626,17.3950185,2,0
BOW,BORAWAR,74.66939656,27.02830681,2,0
BOY,BHADOHI,82.5583597,25.3952636,37,0
BOZ,BOLARUM BAZAR,78.51596514,17.51784754,2,0
BP,BARRACKPORE,88.371428,22.7610653,12,0
BPA,BELLAMPALLI,79.4863374,19.0536892,37,0
BPC,BERHAMPORE CRT,88.263642,24.0890841,10,0
BPD,BAHADURPUR,88.4633792,23.4385195,3,0
BPF,BANAPURA,77.48073161,22.47035755,13,0
BPH,BELPAHAR,83.8490763,21.8272123,12,0
BPHB,BHILAI PWR HS,81.375901,21.208119,35,0
BPK,BHUGAON,78.6700027,20.6738192,2,0
BPKA,BHOPALKA,69.3687405,22.1227803,4,0
BPL,BHOPAL JN,77.41314286,23.26688438,232,13
BPO,BARIPADA,86.73709,21.9227408,2,0
BPP,BAPATLA,80.4684248,15.9086144,46,0
BPQ,BALHARSHAH,79.3485858,19.8490173,116,2
BPR,BHOJIPURA JN,79.44724,28.4939826,6,0
BPRD,BARPETA ROAD,90.9639649,26.5028473,24,0
BPRH,BALPUR HALT,82.694138,22.115136,1,0
BPRS,BHOGPUR SIRWAL,75.6452234,31.5565937,2,0
BPS,BANPAS,87.74725107,23.40073073,2,0
BPY,BADAMPUDI,81.473751,16.828104,4,0
BPZ,BAZPUR,79.1463827,29.1578998,4,0
BQA,BANKURA,87.0746875,23.2243871,40,0
BQE,BAKANIAN BHAUNR,77.252499,23.261737,3,0
BQG,BHAGWANGOLA,88.309816,24.333178,8,0
BQI,BOMMIDI,78.24628054,11.98469844,9,0
BQM,BARELIPUR,78.407732,22.051583,2,0
BQN,BAGRI NAGAR,73.787801,25.895725,2,0
BQP,BIGHAPUR,80.6934544,26.3551471,2,0
BQQ,BAKHLETA,79.96972,23.846381,3,0
BQR,BHILAINAGAR,81.3343451,21.2013382,6,0
BQU,BHATTIPROLU,80.787953,16.105632,4,0
BR,BANDH BARETA,77.364108,26.910367,2,0
BRAG,BARANG,85.832573,20.400699,6,0
BRAM,BALABNRAMAPURAM,77.05132088,8.430107451,1,0
BRB,BORIBIAL,74.64880804,18.40776486,2,0
BRBS,BIRBANS,86.01393866,22.79397464,3,0
BRC,VADODARA JN,73.181065,22.310756,298,1
BRD,BHANDARA ROAD,79.647523,21.238512,38,0
BRDA,BARADIYA,70.5919,21.3229,2,0
BRDH,BARDHANA HALT,78.799478,22.136015,1,0
BRE,BHARWARI,81.4918665,25.5591917,9,0
BRG,BARGARH,81.45005848,25.16427042,4,0
BRGA,BARGARH ROAD,83.642586,21.332903,42,0
BRGL,BURGULA HALT,78.205223,16.993515,1,0
BRGT,BHERAGHAT,79.7978789,23.1697663,2,0
BRGW,BARGAWAN,82.455989,24.197002,2,0
BRH,BAIKUNTHPUR RD,82.5298836,23.317286,6,0
BRHU,BARAHU,92.13951242,26.12043338,2,0
BRJN,BRAJRAJNAGAR,83.923653,21.822718,20,0
BRK,BAHRAICH,81.6075183,27.581536,2,0
BRKA,BARKA KANA,85.469553,23.624159,26,2
BRKH,BISAPURKALAN,78.923701,21.914681,2,0
BRLA,BRAYLA CHAURASI,75.09276104,23.55568274,2,0
BRLY,BIROLIYA,73.192517,25.170546,2,0
BRM,BARABAMBO,85.72902996,22.70169729,6,0
BRMD,BIRAMDIH,86.19920954,23.04578437,2,0
BRMO,BERMO,85.955893,23.772498,4,0
BRMT,BARAMATI,74.5781969,18.1536772,2,1
BRN,BARHAN,78.192317,27.32891,1,0
BRNA,BERAWANYA,75.334122,23.465606,4,0
BRND,BORIDAND,82.178765,23.267799,12,0
BRPL,BARPALI,83.5948758,21.1836377,14,0
BRPT,BIRAPATTI,82.917265,25.398913,1,0
BRR,BARAKAR,86.818859,23.7416829,18,0
BRRG,BIYAVRA RAJGARH,76.907007,23.93591,26,0
BRS,BIRSINGHPUR,81.0433529,23.3672117,23,0
BRTK,BHORTEX,74.995996,21.102508,4,0
BRU,BHAIROGANJ,84.24239742,27.15141815,2,0
BRUD,BARUD,76.814085,22.052142,2,0
BRVR,BORVIHIR,74.8417412,20.7843263,2,0
BRW,BARIWALA,74.658953,30.53258,2,0
BRWD,BARWADIH JN,84.11878,23.843836,23,1
BRY,BAREILLY,79.4109744,28.3372843,2,1
BRYA,BARHIYA,86.0150768,25.2832026,51,0
BRZ,BARETA,75.6924026,29.8593339,6,0
BSAE,BANSH BARIA,88.395641,22.957288,2,0
BSB,VARANASI JN,82.986468,25.327281,201,32
BSC,BULANDSHAHR,77.8482415,28.3919187,6,1
BSDP,BHUSANDPUR,85.4764825,19.9517927,8,0
BSE,BADSHAHPUR,82.190552,25.652268,11,0
BSI,BASBARI,89.900353,26.184354,2,0
BSKH,BASUKINATH,87.045099,24.388941,2,0
BSKO,BANSKHO,76.142206,26.856115,2,0
BSL,BHUSAVAL JN,75.7886717,21.0472812,248,8
BSLE,BATASPUR,87.68068147,23.88027856,2,0
BSM,BISANATTAM,78.25031624,12.84262771,2,0
BSP,BILASPUR JN,82.167585,22.057473,129,19
BSPL,BASAMPALLE,77.74596345,14.31123523,2,0
BSPN,BASSI PATHANAM,76.4096692,30.6884592,2,0
BSPR,BISHRAMPUR,82.98289,23.179178,6,0
BSPX,BANSPANI,85.42341227,22.00024281,4,0
BSQP,BANSIPUR,86.14482046,25.12451322,14,0
BSR,VASAI ROAD,72.8322217,19.3824486,94,0
BSRL,BESROLI,74.560725,26.990674,2,0
BSRX,BAGEVADI RD,75.82814753,16.47986853,10,0
BSS,BAHADUR SINGH W,75.858906,30.319025,2,0
BST,BASTI,82.770059,26.815678,78,0
BSTP,BASANTAPUR,85.67659,21.548768,2,0
BSX,BASAR,77.938506,18.86512,42,0
BSYA,BARKISALALYA,84.178495,24.773978,3,0
BSZ,BHARWA SUMERPUR,80.167419,25.825413,3,0
BTA,BIHTA,84.8740874,25.5609486,24,0
BTBR,BUTI BORI,79.01362896,20.91847276,2,0
BTC,BALAGHAT JN,80.1998853,21.8116285,7,4
BTD,BOTAD JN,71.6655966,22.1828706,20,0
BTE,BHARATPUR JN,77.488613,27.237107,79,0
BTG,BASHARATGANJ,79.2851956,28.288009,4,0
BTH,BETTIAH,84.5229561,26.8058847,18,0
BTI,BHATINDA JN,74.932083,30.209488,50,5
BTIC,BATHINDA CANTT.,74.954044,30.19088,3,0
BTJ,BISHNATHGANJ,81.935379,25.801897,4,0
BTJL,BHATKAL,74.5655589,13.98866,30,0
BTK,BANKATA,84.09492,26.265917,6,0
BTKP,BHARAT KUP,80.767679,25.217166,4,0
BTL,BORTALAO,80.626207,21.218301,2,0
BTO,BHITAURA,79.306506,28.469954,4,0
BTP,BABATPUR,82.8800248,25.453616,12,0
BTPD,BETHAMPUDI,80.573657,17.543986,4,0
BTQ,BETNOTI,86.8435187,21.74134,2,0
BTR,BUTARI,75.183274,31.556444,2,0
BTRA,BANTHRA,79.82818,27.929239,4,0
BTS,BASTA,87.0637831,21.7029241,8,0
BTSD,BHATISUDA(HALT),75.421478,23.392187,3,0
BTSR,BHUTESHWAR,77.66784,27.50137,1,0
BTT,BHATNI JN,83.934035,26.381257,50,0
BTTR,BITRAGUNTA,79.983146,14.7685848,24,0
BTU,BARAUT,77.273006,29.09692,4,0
BTV,BAITARANI ROAD,86.235393,20.986996,4,0
BTW,BARSI TOWN,75.718169,18.240993,16,0
BTX,BELA TAL,79.55448189,25.27678625,4,0
BTY,BETHUADAHARI,88.384597,23.610275,10,0
BU,BASWA,76.575644,27.149686,9,0
BUA,BARADWAR,82.813724,22.011725,10,0
BUD,BADLAPUR,73.2390496,19.1663883,6,0
BUDI,BUNDI,75.650699,25.407922,14,0
BUDM,BADMAL,83.271149,20.3849,12,0
BUG,BAGAHA,84.066991,27.130045,16,0
BUH,BURHAR,81.528406,23.213204,23,0
BUI,BALLIA,84.15312,25.76057,58,1
BUL,BHALULATA,85.060382,22.266491,4,0
BUP,BARIARPUR,86.57403722,25.28102861,34,0
BUPH,BABUPETH,79.313027,19.923131,2,0
BUQ,BARGI,79.875125,22.995933,9,0
BURN,BURNPUR,86.9386234,23.6719137,17,0
BUT,BAYTU,71.76868,25.897538,8,0
BUU,BHADANPUR,80.679777,24.16808,2,0
BUW,BURHWAL,81.39016,27.087081,12,0
BUX,BHANDAK,79.112528,20.084262,5,0
BV,BABHNAN,82.500127,26.938525,19,0
BVA,BAURIA JN,88.16352161,22.50359112,4,0
BVB,BHADBHADAGHAT,77.535282,23.375165,2,0
BVC,BHAVNAGAR TRMUS,72.141059,21.781668,16,8
BVH,BALLABGARH,77.31277597,28.34086092,27,0
BVI,BORIVALI,72.856412,19.228739,120,0
BVL,BIKKAVOLU,82.03114807,16.96931683,5,0
BVM,BAYYAVARAM,82.930592,17.660147,2,0
BVN,BISWAN,80.99046429,27.48948257,2,0
BVNR,BHAVANI NAGAR,74.312946,17.156895,3,0
BVP,BHAVANAGAR PARA,72.118682,21.77089,8,0
BVQ,BHILAVDI,74.516781,17.008048,7,0
BVRM,BHIMAVARAM JN,81.538335,16.543097,8,0
BVRT,BHIMAVARAM TOWN,81.516853,16.547348,25,0
BVZ,NALOI BARWA,75.62385717,28.96314483,1,0
BWA,BHINWALIYA,73.4924808,25.5596627,2,0
BWB,BAGWALI,74.772519,30.033152,4,0
BWD,BELVANDI,74.621981,18.710718,6,0
BWH,BHADAURA,83.738354,25.4504253,12,0
BWI,BILWAI,82.665181,26.158966,4,0
BWIP,BHAWANIPATNA,83.158398,19.93393,2,0
BWK,BAWANI KHERA,76.032707,28.939509,4,0
BWL,BAWAL,76.572402,28.070281,5,0
BWM,BHAWANI MANDI,75.82981,24.419472,40,0
BWN,BARDDHAMAN JN,87.870281,23.249718,152,0
BWR,BARWA SAGAR,78.731628,25.351848,6,0
BWS,BADWASI,73.663015,27.311355,2,0
BWSN,BIJWASAN,77.051292,28.5367,1,0
BWT,BANGARAPET,78.178188,12.984808,70,0
BWW,BARWAHA,76.0302621,22.2554459,4,0
BWX,BAHMAN DIWANA,74.849153,30.225526,1,0
BXA,BALOD,81.205261,20.740984,2,0
BXC,BARWALA,75.887031,29.367534,2,0
BXJ,BOKAJAN,93.779466,26.018426,16,0
BXM,BELRAYAN,80.915268,28.379381,2,0
BXN,BAYANA JN,77.297131,26.916354,41,0
BXP,BARPATHAR,93.899672,26.274562,6,0
BXR,BUXAR,83.982184,25.562067,84,0
BXY,BORDHAL,78.348164,21.997011,3,0
BYC,BELLARY CANT,76.894505,15.150286,5,0
BYD,BYADGI,75.49009547,14.699723,4,0
BYHA,BARYA RAM,82.226592,25.566931,1,0
BYL,BELHA,82.077189,21.961973,17,0
BYN,BANAHI,84.389916,25.561301,10,0
BYNR,MOOKAMBIKA ROAD,74.63279,13.87259,24,0
BYPL,BAIYYAPPANAHALI,77.650886,12.990198,10,0
BYR,BHAYANDAR,72.853039,19.311766,1,0
BYS,BARSALI,78.031361,21.909813,2,0
BYT,BHATAPARA,81.946062,21.732464,73,0
BZA,VIJAYAWADA JN,80.618648,16.518262,313,10
BZG,BILGA,75.666841,31.058267,2,0
BZLE,BAZARSAU,88.1828793,23.8757926,9,0
BZM,BHIMSEN,80.218145,26.419754,12,0
BZN,BAGNAN,87.970711,22.462515,8,0
BZO,BARSOLA,76.231711,29.394379,3,0
BZR,BISRA,84.998591,22.248412,8,0
BZU,BETUL,77.905897,21.896393,84,0
BZY,BASAI,78.394254,25.142923,5,0
CAA,CHAKIA,85.04636,26.417182,14,0
CAER,CHHANERA,76.707775,21.963965,10,0
CAF,CHANDA FORT,79.3122585,19.9400612,2,0
CAG,CHHABRA GUGOR,76.850989,24.680339,12,0
CAI,CHANPATIA,84.530639,26.94163,4,0
CAN,KANNUR,75.3683267,11.8706942,92,6
CAP,CHATRAPUR,84.973273,19.3589572,39,0
CAPE,KANYAKUMARI,77.542504,8.088028,18,9
CAR,CHUNAR,82.874703,25.103351,37,0
CBE,COIMBATORE JN,76.966298,10.997639,124,18
CBF,COIMBATORE NRTH,76.954304,11.019937,109,0
CBG,CHARBHUJA ROAD,73.946241,25.352228,2,0
CBJ,CLUTTERBUCKGANJ,79.371946,28.396895,4,0
CBK,CHACHAURA BNGJ,77.016603,24.178144,12,0
CBM,CUMBUM,79.110832,15.592947,16,0
CBN,CHIT BARAGAON,84.00154,25.744109,2,0
CBSA,CHAIBASA,85.812342,22.560494,6,0
CBU,C BABUSAMUDRAM,79.686417,11.919465,2,0
CC,CHAURI CHAURA,83.545894,26.673882,15,0
CCA,CHIGICHERLA,77.683488,14.517474,4,0
CCH,CHINCHVAD,73.791392,18.638903,16,0
CCI,CHINNEKUNTAPALI,77.8420563,14.44278842,2,0
CCK,CHICHAKI,85.99172685,24.05322467,2,0
CCT,KAKINADA TOWN,82.2329218,16.9670099,20,4
CD,CHANDRAPUR,79.300505,19.960126,70,0
CDA,CHUDA,71.7500982,22.49521135,4,0
CDG,CHANDIGARH,76.82208,30.7019773,63,18
CDGR,CHANDRAKONA RD,87.340588,22.739076,14,0
CDH,CHAKDAHA,88.529672,23.078406,4,0
CDM,CHIDAMBARAM,79.7033411,11.391471,28,0
CDMR,CHANDAULI MJHWR,83.267724,25.261093,7,0
CDRL,CHHANDRAULI,81.23044,26.699202,1,0
CDSL,CHANDRESAL,75.943986,25.212948,2,0
CE,CHHARODI,72.25091861,23.04912352,4,0
CEL,CHEBROL,81.396533,16.819948,4,0
CEM,CHEKATE G PALEM,79.682842,16.011698,4,0
CEU,CHIHERU,75.70669128,31.26269475,1,0
CGI,CHANDRAGIRI,79.312215,13.61173,4,0
CGL,CHENGALPATTU,79.981519,12.692864,72,0
CGLA,CHANGOTOLA,80.11878948,22.22994616,3,0
CGN,CHIRGAON,78.805761,25.575053,11,0
CGR,CHANDAN NAGAR,88.354421,22.86747,11,0
CGS,CHANGSARI,91.693023,26.256204,6,0
CGY,CHANGANASERI,76.548414,9.449881,30,0
CH,CHANDAUSI JN,78.780268,28.458626,28,0
CHA,CHAWAPALL,76.12746498,30.75946257,2,0
CHB,CHABUA,95.17205813,27.48142071,2,0
CHBT,CHAKARBHATHA,82.112168,22.003082,2,0
CHCR,CHACHER,79.354918,21.241422,2,0
CHD,CHANDIA ROAD,80.701436,23.6454399,15,1
CHE,SRIKAKULAM ROAD,83.903771,18.408679,79,1
CHH,CHAUKHANDI,82.83483413,25.33989476,6,0
CHI,CHIPLUN,73.522429,17.5425074,38,0
CHJ,CHATA,77.502978,27.711992,9,0
CHKE,CHALLAKERE,76.660017,14.315154,4,0
CHL,CHOLA,77.72940894,28.31216512,5,0
CHLK,CHAVALKHEDE,75.352237,21.024084,4,0
CHM,CHALTHAN,72.95617,21.157909,7,0
CHNN,CHANNANI,75.920457,26.49509,2,0
CHNR,CHHAN ARORIAN,75.35904533,32.46131096,4,0
CHOK,CHAUK,73.239613,18.902861,2,0
CHP,CHHAPI,72.400221,24.034518,7,0
CHPT,CHATRAPPATTI,77.655113,10.476971,2,0
CHR,CHILKAHAR,83.965313,25.82699,3,0
CHRA,CHHARRA,86.422994,23.375747,2,0
CHRG,CHORGI,75.869711,17.175077,2,0
CHRM,CHIRMIRI,82.3495508,23.1894855,9,4
CHSM,CHINNA SALEM,78.873821,11.631062,6,0
CHTI,CHANETI,79.42916573,28.30879585,3,0
CHV,CHARVATTUR,75.15435,12.213321,20,0
CHZ,CHARLAPALLI,78.605619,17.457672,9,0
CI,CHHAPRA KACHERI,84.747095,25.785987,6,0
CIL,CHILBILA JN,82.004241,25.947331,7,0
CIT,CHITALI,74.62391382,19.69139181,6,0
CIV,CHINNARAVURU,80.655843,16.224011,4,0
CJ,KANCHIPURAM,79.703149,12.848947,4,0
CJL,CHAJLI,75.81228635,30.04298554,3,0
CJM,CHINNA GANJAM,80.236773,15.689502,13,0
CJN,CHHATNA,86.975734,23.305386,8,0
CJR,CHAMARAJ,71.555883,22.735539,2,0
CJS,CHARAMULA KUSUM,82.401044,19.020403,2,0
CJW,CHAJAWA,76.580569,25.008594,3,0
CKB,CHAUTH KA BRWRA,76.149053,26.051333,10,0
CKD,CHARKHI DADRI,76.279921,28.600799,6,0
CKDL,CHAKDAYALA,75.304858,32.478914,6,0
CKHS,CHIKHLI,73.152541,18.97295,2,0
CKI,CHALAKUDI,76.3218076,10.3017975,36,0
CKK,CHAKARPUR,80.002313,28.951978,2,0
CKNI,CHIKNI ROAD,78.959217,20.325826,2,0
CKOD,CHAKROD,76.77971655,23.35309059,3,0
CKP,CHAKRADHARPUR,85.627771,22.678979,59,2
CKR,CHIKODI ROAD,74.76949433,16.36904776,4,0
CKS,CHAKSU,75.910778,26.592918,2,0
CKTD,CHITRAKOT,80.922775,25.217611,21,0
CKU,CHAKULIA,86.721161,22.478149,14,0
CKX,CHAKUR,76.88402832,18.48756076,2,0
CLD,CHALSA JN,88.798213,26.882215,1,0
CLDR,CHILIKIDARA,85.827112,21.243022,2,0
CLDY,CHANDLODIYA,72.543606,23.074516,15,0
CLE,CHINTALPALLI,79.701487,17.914856,2,0
CLF,CHHULHA,81.73707,23.106724,8,0
CLG,KAHALGAON,87.23375189,25.26218794,24,0
CLI,CHALGERI,75.73529039,14.56140311,2,0
CLJ,COLONELGANJ,81.694178,27.137698,14,0
CLKA,CHILKA,85.179914,19.686694,10,0
CLO,CHILO,73.525461,27.446624,2,0
CLPE,CHALLAVARIPALLE,78.034438,14.876728,2,0
CLR,CASTLE ROCK,74.334484,15.397879,15,0
CLT,KOZHIKODE,75.780407,11.246234,92,1
CLU,CHILAKALAPUDI,81.162137,16.202721,7,0
CLVR,CHILUVUR,80.616908,16.379558,2,0
CLX,CHIRALA,80.353602,15.830755,65,0
CMA,CINNAMARA,94.169432,26.715527,2,0
CMDP,CHIMIDIPALLI,83.076862,18.262764,2,0
CMNR,CHAMARAJANAGAR,76.932807,11.934891,2,1
CMU,CHAU MAHLA,75.600861,23.948205,15,0
CMW,CHIMALPAHAD,80.463656,17.516012,4,0
CMX,CHAMAGRAM,87.963345,24.821334,2,0
CMZ,CHALAMA,78.695312,15.422638,6,0
CNA,CHANDERIYA,74.629979,24.939558,16,0
CNB,KANPUR CENTRAL,80.350966,26.45424,283,12
CNBI,CHANDARI,80.360645,26.428098,1,0
CNC,CHINCHLI,74.855323,16.571697,4,0
CND,CHANDUR,77.9821558,20.8045192,16,0
CNDB,CHANDUR BAZAR,77.741807,21.219451,4,0
CNDM,CHANDI MANDIR,76.886839,30.727071,8,0
CNGR,CHENGANNUR,76.608271,9.319504,66,0
CNH,CHAUNRAH,79.782159,26.16506,4,0
CNI,CHANDIL JN,86.072109,22.956014,21,0
CNK,CHANDOK,78.152782,29.576786,4,0
CNL,CHANDAWAL,73.86881458,25.94654272,2,0
CNO,CANCONA,74.039454,15.006906,10,0
CNPR,CHAINPUR,85.582933,23.729821,4,0
CNS,CHUCHURA,88.3695,22.890191,8,0
COA,KAKINADA PORT,82.240057,16.955204,11,5
COI,CHEOKI,81.864916,25.379668,55,0
COO,CHHOTI ODAI,76.805294,26.558703,2,0
COR,CHITTAURGARH,74.623687,24.874341,46,0
CPA,KANPUR ANWRGANJ,80.328444,26.456233,26,1
CPD,CHINCHPADA,73.939242,21.206379,7,0
CPDR,CHHIPADOHAR,84.20238364,23.81333335,4,0
CPH,CHAMPA,82.665149,22.034731,48,0
CPJ,KAPTANGANJ JN,83.699907,26.926388,16,0
CPK,CHAPARMUKH JN,92.511718,26.202272,31,0
CPL,CHAKARLAPALLI,77.583123,13.99779,2,0
CPN,CHAMPANER RD JN,73.393378,22.541916,2,0
CPP,CHIPURUPALLE,83.569608,18.316259,18,0
CPR,CHHAPRA,84.725004,25.78832,121,13
CPS,CHAND SIAU,78.275855,29.13201,7,0
CPT,CHANNAPATNA,77.203824,12.659673,21,0
CPU,CHOPAN,83.025843,24.51403,29,0
CQA,CHERUKARA,76.228119,10.929228,2,0
CRE,CHORGHATPIPARIA,79.929889,23.044097,7,0
CRJ,CHITTARANJAN,86.878036,23.857138,88,0
CRKR,CHAURAKHERI,77.122019,24.567234,1,0
CRL,CHORAL,75.944135,22.450677,4,0
CRLM,CARMELARAM,77.706014,12.907633,8,0
CRN,CHAREGAON,80.14011549,22.04203838,7,0
CRP,CHANDRAPURA JN,86.119775,23.755676,36,0
CRR,KARAGOLA ROAD,87.37782704,25.50000682,16,0
CRU,CHUDAWA,77.11693034,19.18032826,7,0
CRW,CHARAUD,75.6466632,29.0094584,1,0
CRY,CHIRAYINKIL,76.7853703,8.6583379,22,0
CSA,CHAUSA,83.8963314,25.4984911,14,0
CSB,SHIVAJI BRIDGE,77.226612,28.634101,2,0
CSDR,CHENNASANDRA,77.66297057,13.01094072,2,0
CSN,CHALISGAON JN,74.999049,20.464109,45,3
CSTM,MUMBAI CST,72.836903,18.944481,101,50
CSZ,COSSIMBAZAR,88.266903,24.122264,6,0
CT,CHITTAPUR,77.0904516,17.1197808,22,0
CTA,CHITRADURG,76.386431,14.231154,6,0
CTC,CUTTACK,85.90156,20.466588,140,0
CTF,CHITGIDDA,77.963909,17.391231,4,0
CTH,CHIKALTHAN,75.402851,19.859565,6,0
CTKT,CHOTI KHATU,74.35723,27.155534,6,0
CTND,CHETTINAD,78.775924,10.160613,6,0
CTO,CHITTOOR,79.103252,13.219857,45,1
CTPE,CHANDANATTOP,76.64532,8.932478,2,0
CTR,CHATRA,87.849257,24.372846,2,0
CTS,CHATTRIPUT,82.590027,18.922722,2,0
CTT,CHITRASANI,72.488653,24.267558,2,0
CTTP,CHITRAPUR (H),74.536566,14.036148,2,0
CTYL,CHITYALA,79.13571311,17.22196082,7,0
CU,CHAGALLU,81.690558,16.965077,4,0
CUE,CHOUPALE,74.319097,21.377019,2,0
CUK,CHURK,83.1032006,24.6496787,10,0
CUPJ,CUDDALORE PORT,79.766287,11.715119,18,0
CUR,CHURU,74.966203,28.288281,16,0
CUX,CHAURA,86.287062,24.918896,4,0
CVB,CAVALRY BARRCKS,78.518694,17.494734,3,0
CVJ,CHAVAJ,73.010489,21.753134,2,0
CVP,KOVILPATTI,77.872848,9.182578,54,0
CVR,CHORVAD ROAD,70.290734,21.055196,4,0
CW,CHAINWA,84.496496,26.022117,3,0
CWA,CHHINDWARA JN,78.953212,22.058201,11,4
CX,CHANOL,70.538842,22.427916,2,0
CYN,CHERIYANAD,76.585087,9.273119,2,0
DAA,DATIA,78.456356,25.64107,34,0
DAB,DHARMABAD,77.8493415,18.88826031,20,1
DABN,DHABAN,74.54288,29.859997,8,0
DAD,DEVARGUDDA,75.576141,14.66779,2,0
DAJ,DUROJI,76.70013,15.227107,6,0
DAKA,DHAKA,90.4125,23.8103,4,2
DAKE,DAKHINESWAR,88.3636352,22.6534841,14,0
DAL,DALIGANJ,80.927482,26.875384,6,0
DAM,DHAMORA,79.087745,28.707129,2,0
DAN,DHANETA,79.264748,28.512294,2,0
DAO,DAGHORA,83.678086,21.857535,4,0
DAPD,DAPODI,73.832799,18.58005,3,0
DAR,DANWAR,77.88391252,28.12996851,1,0
DARA,DARA,76.005784,24.832609,3,0
DAS,DHASA JN,71.518008,21.782545,2,0
DAV,DEVALGAON AUCHR,76.605201,19.322431,5,0
DAVM,DHANUVACHAPURAM,77.124352,8.378802,2,0
DBA,DABRA,78.331015,25.881197,35,0
DBB,DHUBRI,89.977952,26.023137,4,2
DBD,DEOBAND,77.6708734,29.6800315,26,0
DBEC,DEVBALODA CHRDA,81.45049,21.21335,6,0
DBF,DABPAL,81.488923,18.92798,2,0
DBG,DARBHANGA JN,85.907575,26.157088,48,11
DBI,DABLI RATHAN,74.19093,29.542416,4,0
DBKA,DABKA,76.720809,21.361353,4,0
DBL,DODBELE,77.351193,13.216441,3,0
DBLA,DABLA,75.94640056,27.88868543,2,0
DBR,DABHAURA,81.303125,25.11793,15,0
DBRG,DIBRUGARH,94.93525791,27.46360657,26,13
DBRT,DIBRUGARH TOWN,94.90197394,27.47811328,4,2
DBU,DODBALLAPUR,77.55016,13.27894,11,0
DBV,DABILPUR,78.470315,17.674226,2,0
DBY,DIGBOI,95.616982,27.383483,2,0
DCU,DAMALCHERUVU,79.056434,13.478885,2,0
DD,DAUND JN,74.578622,18.463547,117,1
DDA,DURAUNDHA JN,84.458946,26.086973,8,0
DDCE,DUNDI,80.216657,23.557854,4,0
DDE,DONDAICHA,74.563104,21.331414,16,0
DDJ,DUM DUM,88.392835,22.621717,19,0
DDL,DHANDARI KALAN,75.909491,30.874477,4,0
DDN,DEHRADUN,78.0336011,30.3140377,36,18
DDP,DAUDPUR,84.591425,25.90709,2,0
DDR,DADAR,72.843465,19.019731,23,3
DDV,DADHDEVI,75.898016,25.07784,1,0
DEB,DEBAGRAM,88.306807,23.685277,6,0
DEC,DELHI CANTT,77.116577,28.613534,66,0
DEE,DELHI S ROHILLA,77.187106,28.662992,62,21
DEEG,DEEG,77.32451142,27.48655053,2,0
DEG,DELANG,85.76695,20.038474,2,0
DEHR,DEHU ROAD,73.734169,18.680176,8,0
DEL,DENDULURU,81.180472,16.781406,3,0
DEOR,DIYODAR,71.770888,24.113489,4,0
DEOS,DEORIA SADAR,83.7819591,26.50768117,70,0
DER,DADRI,77.537422,28.53794,2,0
DES,DESARI,85.40876566,25.66835936,9,0
DG,DINDIGUL JN,77.985472,10.35381,74,0
DGA,DIGHWARA,85.003168,25.743938,25,0
DGDG,DURGADA GATE,82.34899409,17.21247657,2,0
DGG,DONGARGARH,80.759857,21.185492,42,0
DGHA,DIGHA FLAG STN,87.507655,21.622377,16,8
DGHR,DEOGHAR,86.69712126,24.51178242,2,0
DGI,DUNGRI,72.949119,20.687336,7,0
DGLE,DHULIAN GANGA,87.937644,24.672086,11,0
DGO,DURGAUTI,83.539684,25.207897,12,0
DGPP,DHENGLI PP GOAN,76.49169,19.406622,4,0
DGR,DURGAPUR,87.297902,23.495046,130,0
DGS,DAGORI,82.069143,21.905693,1,0
DGT,DHULGHAT,76.749633,21.296282,4,0
DGU,DIGARU,91.977861,26.173306,4,0
DGW,DHIGAWARA,76.613599,27.296265,2,0
DHA,DHEENA,83.423069,25.354392,2,0
DHD,DAHOD,74.253374,22.843607,68,1
DHE,DOBHI,82.998947,25.604879,4,0
DHG,DHRANGDHRA,71.4791076,22.9871651,20,0
DHI,DHULE,74.768847,20.887752,4,2
DHN,DHANBAD JN,86.428956,23.790966,102,9
